Id,drug,condition,numOfInstances,averageRating
497,Sulfamethoxazole / trimethoprim,Acne,93,8.387096774193548
498,Sulfamethoxazole / trimethoprim,Bacterial Skin Infection,82,5.487804878048781
499,Sulfamethoxazole / trimethoprim,Bacterial Infection,32,3.96875
500,Sulfamethoxazole / trimethoprim,Sinusitis,25,4.4
501,Sulfamethoxazole / trimethoprim,Kidney Infections,17,4.294117647058823
502,Sulfamethoxazole / trimethoprim,Prostatitis,11,4.636363636363637
503,Sulfamethoxazole / trimethoprim,Upper Respiratory Tract Infection,8,4.875
504,Sulfamethoxazole / trimethoprim,Otitis Media,6,5.166666666666667
505,Sulfamethoxazole / trimethoprim,Bronchitis,5,6.6
506,Sulfamethoxazole / trimethoprim,Prevention of Bladder infection,4,6.0
507,Sulfamethoxazole / trimethoprim,Infection Prophylaxis,3,8.666666666666666
508,Sulfamethoxazole / trimethoprim,Traveler's Diarrhea,1,10.0
509,Sulfamethoxazole / trimethoprim,Not Listed / Othe,1,8.0
510,Sulfamethoxazole / trimethoprim,Nocardiosis,1,7.0
511,Desogestrel / ethinyl estradiol,Birth Control,494,5.676113360323886
512,Desogestrel / ethinyl estradiol,Polycystic Ovary Syndrome,10,8.1
513,Desogestrel / ethinyl estradiol,Abnormal Uterine Bleeding,4,5.75
514,Desogestrel / ethinyl estradiol,Endometriosis,3,8.333333333333334
515,Vortioxetine,Depression,345,5.881159420289855
516,Vortioxetine,Major Depressive Disorde,161,6.503105590062112
517,Nitrofurantoin,Urinary Tract Infection,318,4.817610062893082
518,Nitrofurantoin,Bladder Infection,146,4.561643835616438
519,Nitrofurantoin,Prevention of Bladder infection,36,7.111111111111111
520,Aripiprazole,Bipolar Disorde,166,5.734939759036145
521,Aripiprazole,Depression,151,6.973509933774834
522,Aripiprazole,Schizophrenia,45,6.888888888888889
523,Aripiprazole,Major Depressive Disorde,44,5.863636363636363
524,Aripiprazole,Schizoaffective Disorde,32,7.125
525,Aripiprazole,Agitated State,17,6.0588235294117645
526,Aripiprazole,Autism,14,6.5
527,Aripiprazole,Obsessive Compulsive Disorde,11,7.0
528,Aripiprazole,Tourette's Syndrome,7,6.857142857142857
529,Aripiprazole,Borderline Personality Disorde,7,6.857142857142857
530,Aripiprazole,Post Traumatic Stress Disorde,4,6.5
531,Aripiprazole,Not Listed / Othe,1,9.0
532,Bisacodyl,Constipation,456,5.7105263157894735
533,Bisacodyl,Bowel Preparation,40,5.925
534,Acetaminophen / hydrocodone,Pain,332,7.975903614457831
535,Acetaminophen / hydrocodone,Back Pain,130,8.146153846153846
536,Acetaminophen / hydrocodone,Rheumatoid Arthritis,18,7.833333333333333
537,Acetaminophen / hydrocodone,Cough,10,9.7
538,Acetaminophen / hydrocodone,Not Listed / Othe,5,9.2
539,Sprintec,Birth Control,432,6.168981481481482
540,Sprintec,Abnormal Uterine Bleeding,36,3.9444444444444446
541,Sprintec,Ovarian Cysts,17,6.529411764705882
542,Sprintec,Endometriosis,7,6.428571428571429
543,Celexa,Anxiety and Stress,238,7.542016806722689
544,Celexa,Depression,221,7.361990950226244
545,Celexa,Postpartum Depression,12,7.333333333333333
546,Celexa,Panic Disorde,8,8.0
547,Celexa,Generalized Anxiety Disorde,4,8.5
548,Celexa,Obsessive Compulsive Disorde,4,8.75
549,Celexa,Post Traumatic Stress Disorde,2,10.0
550,Celexa,Trichotillomania,1,8.0
551,Celexa,Bipolar Disorde,1,5.0
552,Diclofenac,Pain,212,7.820754716981132
553,Diclofenac,Osteoarthritis,118,8.322033898305085
554,Diclofenac,Back Pain,45,7.355555555555555
555,Diclofenac,Rheumatoid Arthritis,23,7.173913043478261
556,Diclofenac,Migraine,21,8.238095238095237
557,Diclofenac,Period Pain,20,7.7
558,Diclofenac,Sciatica,12,7.583333333333333
559,Diclofenac,Muscle Pain,11,7.7272727272727275
560,Diclofenac,Ankylosing Spondylitis,10,7.3
561,Diclofenac,Keratosis,4,4.75
562,Diclofenac,zen Shoulde,3,8.666666666666666
563,Diclofenac,Not Listed / Othe,2,8.5
564,Zolpidem,Insomnia,477,7.314465408805032
565,Zolpidem,Not Listed / Othe,4,9.25
566,Oxycodone,Pain,281,8.857651245551601
567,Oxycodone,Chronic Pain,178,7.98876404494382
568,Oxycodone,Not Listed / Othe,11,9.0
569,Buspirone,Anxiety,407,6.164619164619165
570,Buspirone,Panic Disorde,48,5.791666666666667
571,Buspirone,"Sexual Dysfunction, SSRI Induced",8,6.125
572,Buspirone,Borderline Personality Disorde,3,4.333333333333333
573,Buspirone,Not Listed / Othe,1,10.0
574,Prozac,Depression,205,7.2439024390243905
575,Prozac,Anxiety and Stress,147,7.653061224489796
576,Prozac,Obsessive Compulsive Disorde,37,8.324324324324325
577,Prozac,Panic Disorde,28,8.25
578,Prozac,Major Depressive Disorde,19,7.105263157894737
579,Prozac,Bulimia,18,7.777777777777778
580,Prozac,Premenstrual Dysphoric Disorde,9,7.111111111111111
581,Prozac,Hot Flashes,3,9.0
582,Prozac,Postpartum Depression,2,10.0
583,Prozac,ibromyalgia,1,9.0
584,Prozac,Body Dysmorphic Disorde,1,8.0
585,Propranolol,mance Anxiety,187,9.67379679144385
586,Propranolol,Migraine Prevention,106,7.650943396226415
587,Propranolol,Anxiety,94,7.98936170212766
588,Propranolol,Benign Essential Trem,29,6.931034482758621
589,Propranolol,Panic Disorde,17,8.117647058823529
590,Propranolol,High Blood Pressure,14,6.571428571428571
591,Propranolol,Pe,5,8.4
592,Propranolol,Mitral Valve Prolapse,3,6.333333333333333
593,Propranolol,Arrhythmia,3,4.333333333333333
594,Propranolol,Ventricular Tachycardia,3,7.333333333333333
595,Propranolol,Not Listed / Othe,2,9.5
596,Propranolol,Hemangioma,1,10.0
597,Propranolol,Portal Hypertension,1,10.0
598,Propranolol,Thyrotoxicosis,1,10.0
599,Propranolol,Heart Attack,1,10.0
600,Lisdexamfetamine,ADHD,407,7.628992628992629
601,Lisdexamfetamine,Binge Eating Disorde,35,7.257142857142857
602,Lisdexamfetamine,Chronic Fatigue Syndrome,5,9.8
603,Lisdexamfetamine,Depression,5,6.8
604,Lisdexamfetamine,Narcolepsy,4,8.25
605,Lisdexamfetamine,Not Listed / Othe,3,8.333333333333334
606,Lisdexamfetamine,Asperger Syndrome,2,7.5
607,Methylphenidate,ADHD,388,7.342783505154639
608,Methylphenidate,Narcolepsy,29,7.793103448275862
609,Methylphenidate,Depression,25,9.16
610,Methylphenidate,atigue,4,6.75
611,Methylphenidate,Not Listed / Othe,1,10.0
612,Methylphenidate,Obesity,1,6.0
613,Methylphenidate,Postural Orthostatic Tachycardia Syndrome,1,8.0
614,Methylphenidate,Severe Mood Dysregulation,1,1.0
615,Paxil,Anxiety,132,7.386363636363637
616,Paxil,Depression,98,6.938775510204081
617,Paxil,Anxiety and Stress,54,6.2407407407407405
618,Paxil,Panic Disorde,46,8.021739130434783
619,Paxil,Social Anxiety Disorde,41,7.609756097560975
620,Paxil,Generalized Anxiety Disorde,28,8.25
621,Paxil,Post Traumatic Stress Disorde,15,6.533333333333333
622,Paxil,Obsessive Compulsive Disorde,15,8.0
623,Paxil,Major Depressive Disorde,13,9.0
624,Paxil,Postpartum Depression,5,6.2
625,Paxil,Hot Flashes,4,9.25
626,Paxil,Postmenopausal Symptoms,3,4.666666666666667
627,Paxil,Dysautonomia,1,8.0
628,Xanax,Anxiety,283,8.713780918727915
629,Xanax,Panic Disorde,118,9.186440677966102
630,Xanax,Depression,42,9.166666666666666
631,Xanax,Tinnitus,6,9.166666666666666
632,Xanax,Dysautonomia,1,10.0
633,Hydroxyzine,Anxiety,315,5.67936507936508
634,Hydroxyzine,Sedation,46,6.1521739130434785
635,Hydroxyzine,Allergies,24,8.875
636,Hydroxyzine,Pruritus,21,6.857142857142857
637,Hydroxyzine,Allergic Urticaria,15,5.933333333333334
638,Hydroxyzine,Nausea/Vomiting,11,7.818181818181818
639,Hydroxyzine,Pain,10,5.4
640,Hydroxyzine,Not Listed / Othe,3,7.0
641,Hydroxyzine,Interstitial Cystitis,3,6.0
642,Abilify,Bipolar Disorde,150,6.173333333333333
643,Abilify,Depression,142,6.591549295774648
644,Abilify,Schizophrenia,36,6.361111111111111
645,Abilify,Major Depressive Disorde,36,6.555555555555555
646,Abilify,Schizoaffective Disorde,29,7.689655172413793
647,Abilify,Agitated State,21,6.238095238095238
648,Abilify,Autism,16,7.1875
649,Abilify,Obsessive Compulsive Disorde,9,6.888888888888889
650,Abilify,Borderline Personality Disorde,4,8.75
651,Abilify,Post Traumatic Stress Disorde,1,8.0
652,Abilify,Tourette's Syndrome,1,9.0
653,Buprenorphine / naloxone,Opiate Dependence,424,8.61320754716981
654,Buprenorphine / naloxone,Not Listed / Othe,8,9.875
655,Lyrica,ibromyalgia,189,6.603174603174603
656,Lyrica,Neuropathic Pain,80,6.2125
657,Lyrica,Pain,59,7.711864406779661
658,Lyrica,Diabetic Peripheral Neuropathy,32,6.90625
659,Lyrica,Neuralgia,30,7.433333333333334
660,Lyrica,Generalized Anxiety Disorde,10,9.1
661,Lyrica,Postherpetic Neuralgia,10,7.0
662,Lyrica,Peripheral Neuropathy,9,6.444444444444445
663,Lyrica,Reflex Sympathetic Dystrophy Syndrome,7,6.142857142857143
664,Lyrica,Migraine Prevention,4,8.75
665,Lyrica,Epilepsy,3,4.333333333333333
666,Lyrica,Restless Legs Syndrome,1,10.0
667,Vyvanse,ADHD,392,7.698979591836735
668,Vyvanse,Binge Eating Disorde,34,7.764705882352941
669,Vyvanse,Chronic Fatigue Syndrome,2,10.0
670,Vyvanse,Narcolepsy,1,9.0
671,Vyvanse,Asperger Syndrome,1,10.0
672,Vyvanse,Depression,1,3.0
673,Vyvanse,Oppositional Defiant Disorde,1,10.0
674,Norethindrone,Birth Control,338,5.328402366863905
675,Norethindrone,Abnormal Uterine Bleeding,62,4.064516129032258
676,Norethindrone,Endometriosis,21,5.714285714285714
677,Norethindrone,Amenorrhea,4,6.5
678,Norethindrone,Not Listed / Othe,2,5.5
679,Lorazepam,Anxiety,299,8.327759197324415
680,Lorazepam,Insomnia,46,8.26086956521739
681,Lorazepam,Panic Disorde,41,8.951219512195122
682,Lorazepam,Nausea/Vomiting,18,8.444444444444445
683,Lorazepam,Sedation,9,8.222222222222221
684,Lorazepam,Not Listed / Othe,4,9.25
685,Lorazepam,Status Epilepticus,4,7.75
686,Lorazepam,Light Anesthesia,3,10.0
687,Lorazepam,Cervical Dystonia,2,7.0
688,Lorazepam,Dysautonomia,1,10.0
689,Lorazepam,Borderline Personality Disorde,1,8.0
690,Lorazepam,"Nausea/Vomiting, Chemotherapy Induced",1,10.0
691,Loestrin 24 Fe,Birth Control,276,6.521739130434782
692,Loestrin 24 Fe,Acne,58,3.206896551724138
693,Loestrin 24 Fe,Abnormal Uterine Bleeding,33,6.424242424242424
694,Loestrin 24 Fe,Menstrual Disorders,30,5.9
695,Loestrin 24 Fe,Polycystic Ovary Syndrome,20,7.15
696,Loestrin 24 Fe,Endometriosis,11,5.454545454545454
697,Klonopin,Anxiety,229,8.681222707423581
698,Klonopin,Panic Disorde,113,9.0
699,Klonopin,Bipolar Disorde,38,8.68421052631579
700,Klonopin,Insomnia,13,9.076923076923077
701,Klonopin,Restless Legs Syndrome,8,7.5
702,Klonopin,Seizure Prevention,7,8.285714285714286
703,Klonopin,Periodic Limb Movement Disorde,6,9.0
704,Klonopin,Migraine Prevention,4,7.25
705,Klonopin,Night Terrors,4,9.5
706,Klonopin,Burning Mouth Syndrome,3,9.0
707,Klonopin,Benzodiazepine Withdrawal,2,9.0
708,Vilazodone,Depression,315,6.431746031746032
709,Vilazodone,Major Depressive Disorde,78,5.128205128205129
710,Vilazodone,Anxiety,20,6.7
711,Vilazodone,Obsessive Compulsive Disorde,3,3.0
712,Vilazodone,Not Listed / Othe,1,9.0
713,Plan B One-Step,Emergency Contraception,424,8.712264150943396
714,Amphetamine / dextroamphetamine,ADHD,353,7.997167138810198
715,Amphetamine / dextroamphetamine,Narcolepsy,37,8.756756756756756
716,Amphetamine / dextroamphetamine,atigue,17,8.470588235294118
717,Amphetamine / dextroamphetamine,Not Listed / Othe,1,8.0
718,Adapalene / benzoyl peroxide,Acne,397,7.521410579345088
719,Effexor XR,Depression,133,7.56390977443609
720,Effexor XR,Anxiety,99,7.5353535353535355
721,Effexor XR,Generalized Anxiety Disorde,39,6.6923076923076925
722,Effexor XR,Major Depressive Disorde,37,6.864864864864865
723,Effexor XR,Anxiety and Stress,20,7.95
724,Effexor XR,Panic Disorde,16,7.75
725,Effexor XR,Hot Flashes,15,8.8
726,Effexor XR,Social Anxiety Disorde,12,8.083333333333334
727,Effexor XR,Bipolar Disorde,11,6.545454545454546
728,Effexor XR,Postpartum Depression,8,7.875
729,Effexor XR,ibromyalgia,3,5.666666666666667
730,Effexor XR,Premenstrual Dysphoric Disorde,1,9.0
731,Effexor XR,Bulimia,1,7.0
732,Effexor XR,Vulvodynia,1,7.0
733,Effexor XR,Obsessive Compulsive Disorde,1,9.0
734,Effexor XR,Irritable Bowel Syndrome,1,9.0
735,Epiduo,Acne,394,7.33248730964467
736,Trintellix,Depression,243,5.995884773662551
737,Trintellix,Major Depressive Disorde,151,6.298013245033113
738,Dulcolax,Constipation,365,5.717808219178083
739,Dulcolax,Bowel Preparation,26,4.846153846153846
740,Clindamycin,Bacterial Infection,210,5.661904761904762
741,Clindamycin,Acne,49,7.73469387755102
742,Clindamycin,Bacterial Vaginitis,40,6.35
743,Clindamycin,Skin or Soft Tissue Infection,40,6.55
744,Clindamycin,Surgical Prophylaxis,12,4.833333333333333
745,Clindamycin,Sinusitis,12,6.583333333333333
746,Clindamycin,Bone infection,8,8.75
747,Clindamycin,Not Listed / Othe,5,5.4
748,Clindamycin,Peritonitis,3,9.333333333333334
749,Clindamycin,Deep Neck Infection,2,9.0
750,Clindamycin,Intraabdominal Infection,1,9.0
751,Clindamycin,Aspiration Pneumonia,1,10.0
752,Clindamycin,Bacterial Endocarditis Prevention,1,9.0
753,Clindamycin,Prevention of Perinatal Group B Streptococcal Disease,1,9.0
754,Microgestin Fe 1 / 20,Birth Control,323,5.74922600619195
755,Microgestin Fe 1 / 20,Menstrual Disorders,17,6.823529411764706
756,Microgestin Fe 1 / 20,Acne,14,4.285714285714286
757,Microgestin Fe 1 / 20,Endometriosis,9,7.555555555555555
758,Microgestin Fe 1 / 20,Polycystic Ovary Syndrome,7,4.142857142857143
759,Microgestin Fe 1 / 20,Abnormal Uterine Bleeding,5,4.6
760,Ethinyl estradiol / norelgestromin,Birth Control,373,6.718498659517426
761,ParaGard,Birth Control,368,6.559782608695652
762,Viibryd,Depression,285,6.814035087719298
763,Viibryd,Major Depressive Disorde,76,5.328947368421052
764,Viibryd,Anxiety,5,8.6
765,Acetaminophen / oxycodone,Pain,249,8.546184738955823
766,Acetaminophen / oxycodone,Chronic Pain,101,8.0
767,Acetaminophen / oxycodone,Not Listed / Othe,6,9.666666666666666
768,Tri-Sprintec,Birth Control,257,6.178988326848249
769,Tri-Sprintec,Acne,67,5.388059701492537
770,Tri-Sprintec,Abnormal Uterine Bleeding,25,4.84
771,Tri-Sprintec,Ovarian Cysts,8,6.5
772,Tri-Sprintec,Endometriosis,5,6.8
773,Ciprofloxacin,Urinary Tract Infection,160,5.2875
774,Ciprofloxacin,Bladder Infection,62,5.0
775,Ciprofloxacin,Kidney Infections,34,4.794117647058823
776,Ciprofloxacin,Prostatitis,28,3.9642857142857144
777,Ciprofloxacin,Bacterial Infection,24,6.458333333333333
778,Ciprofloxacin,Diverticulitis,15,5.4
779,Ciprofloxacin,Sinusitis,12,7.75
780,Ciprofloxacin,Bronchitis,8,5.5
781,Ciprofloxacin,Skin or Soft Tissue Infection,3,6.333333333333333
782,Ciprofloxacin,Crohn's Disease,2,10.0
783,Ciprofloxacin,Traveler's Diarrhea,2,10.0
784,Ciprofloxacin,Not Listed / Othe,1,10.0
785,Ciprofloxacin,Typhoid Feve,1,9.0
786,Ciprofloxacin,"Epididymitis, Sexually Transmitted",1,4.0
787,Ciprofloxacin,Cholera,1,10.0
788,Ciprofloxacin,"Conjunctivitis, Bacterial",1,10.0
789,Ciprofloxacin,Anthrax,1,9.0
790,Ciprofloxacin,Bone infection,1,7.0
791,Ciprofloxacin,Infectious Diarrhea,1,4.0
792,Ciprofloxacin,"Gonococcal Infection, Uncomplicated",1,8.0
793,Phentermine / topiramate,Weight Loss,249,7.847389558232932
794,Phentermine / topiramate,Obesity,110,8.454545454545455
795,Lurasidone,Bipolar Disorde,277,6.866425992779783
796,Lurasidone,Schizophrenia,45,6.622222222222222
797,Lurasidone,Schizoaffective Disorde,16,9.125
798,Lurasidone,Borderline Personality Disorde,7,8.142857142857142
799,Lurasidone,Not Listed / Othe,1,7.0
800,Suboxone,Opiate Dependence,348,9.051724137931034
801,Saxenda,Obesity,250,7.828
802,Saxenda,Weight Loss,95,8.294736842105262
803,Victoza,"Diabetes, Type 2",255,7.980392156862745
804,Victoza,Weight Loss,63,8.142857142857142
805,Victoza,Obesity,22,8.863636363636363
806,Victoza,"Diabetes, Type 1",2,10.0
807,Topamax,Migraine Prevention,222,6.346846846846847
808,Topamax,Bipolar Disorde,31,6.967741935483871
809,Topamax,Seizure Prevention,25,6.04
810,Topamax,Obesity,24,7.458333333333333
811,Topamax,ibromyalgia,14,5.5
812,Topamax,Trigeminal Neuralgia,6,5.833333333333333
813,Topamax,Bulimia,4,5.75
814,Topamax,Diabetic Peripheral Neuropathy,4,9.0
815,Topamax,Tourette's Syndrome,3,8.0
816,Topamax,Vulvodynia,2,6.0
817,Topamax,Seizures,1,7.0
818,Topamax,Smoking Cessation,1,2.0
819,Linaclotide,"Constipation, Chronic",191,7.345549738219895
820,Linaclotide,Irritable Bowel Syndrome,108,7.2592592592592595
821,Linaclotide,Constipation,36,6.777777777777778
822,Lamictal,Bipolar Disorde,300,8.28
823,Lamictal,Seizure Prevention,24,6.75
824,Lamictal,Schizoaffective Disorde,5,8.8
825,Lamictal,Epilepsy,5,5.2
826,Lamictal,Post Traumatic Stress Disorde,1,9.0
827,Yaz,Birth Control,188,5.74468085106383
828,Yaz,Acne,73,7.0
829,Yaz,Premenstrual Dysphoric Disorde,40,7.225
830,Yaz,Menstrual Disorders,29,5.448275862068965
831,Yaz,Polycystic Ovary Syndrome,2,5.0
832,Seroquel,Bipolar Disorde,198,7.141414141414141
833,Seroquel,Insomnia,47,8.340425531914894
834,Seroquel,Depression,19,7.0
835,Seroquel,Schizoaffective Disorde,14,7.357142857142857
836,Seroquel,Schizophrenia,14,5.714285714285714
837,Seroquel,Borderline Personality Disorde,13,7.461538461538462
838,Seroquel,Generalized Anxiety Disorde,11,7.2727272727272725
839,Seroquel,Obsessive Compulsive Disorde,5,8.8
840,Seroquel,Post Traumatic Stress Disorde,4,7.5
841,Seroquel,Paranoid Disorde,2,9.0
842,Seroquel,Tourette's Syndrome,1,6.0
843,Accutane,Acne,321,8.401869158878505
844,Accutane,Rosacea,6,9.166666666666666
845,Accutane,Granuloma Annulare,1,10.0
846,Methadone,Opiate Withdrawal,122,8.78688524590164
847,Methadone,Pain,113,8.743362831858407
848,Methadone,Chronic Pain,87,8.977011494252874
849,Methadone,Not Listed / Othe,5,9.8
850,Levofloxacin,Sinusitis,92,5.380434782608695
851,Levofloxacin,Pneumonia,67,5.104477611940299
852,Levofloxacin,Bronchitis,64,5.625
853,Levofloxacin,Bacterial Infection,25,5.08
854,Levofloxacin,Urinary Tract Infection,25,5.28
855,Levofloxacin,Kidney Infections,11,6.818181818181818
856,Levofloxacin,Bladder Infection,9,4.333333333333333
857,Levofloxacin,Prostatitis,9,3.6666666666666665
858,Levofloxacin,Streptococcal Infection,8,7.25
859,Levofloxacin,Skin or Soft Tissue Infection,7,2.5714285714285716
860,Levofloxacin,Not Listed / Othe,5,5.6
861,Levofloxacin,Otitis Media,4,2.75
862,Latuda,Bipolar Disorde,270,6.822222222222222
863,Latuda,Schizophrenia,47,6.51063829787234
864,Latuda,Schizoaffective Disorde,8,9.0
865,Latuda,Borderline Personality Disorde,2,9.0
866,Aluminum chloride hexahydrate,Hyperhidrosis,320,8.959375
867,Linzess,"Constipation, Chronic",184,7.304347826086956
868,Linzess,Irritable Bowel Syndrome,102,7.2254901960784315
869,Linzess,Constipation,36,7.194444444444445
870,Diazepam,Anxiety,204,8.857843137254902
871,Diazepam,Muscle Spasm,62,8.790322580645162
872,Diazepam,Meniere's Disease,14,9.714285714285714
873,Diazepam,Alcohol Withdrawal,7,8.857142857142858
874,Diazepam,Temporomandibular Joint Disorde,6,9.333333333333334
875,Diazepam,Night Terrors,6,10.0
876,Diazepam,Light Sedation,4,8.5
877,Diazepam,Not Listed / Othe,3,9.333333333333334
878,Diazepam,Seizure Prevention,3,8.333333333333334
879,Diazepam,Seizures,3,7.333333333333333
880,Diazepam,Endoscopy or Radiology Premedication,2,8.5
881,Diazepam,Light Anesthesia,2,9.0
882,Diazepam,Status Epilepticus,1,10.0
883,Diazepam,Borderline Personality Disorde,1,9.0
884,Diazepam,ICU Agitation,1,10.0
885,Diazepam,Tetanus,1,6.0
886,Amoxicillin / clavulanate,Sinusitis,122,5.237704918032787
887,Amoxicillin / clavulanate,Bacterial Infection,51,4.333333333333333
888,Amoxicillin / clavulanate,Strep Throat,39,6.358974358974359
889,Amoxicillin / clavulanate,Bronchitis,24,7.25
890,Amoxicillin / clavulanate,Skin or Soft Tissue Infection,19,6.894736842105263
891,Amoxicillin / clavulanate,Upper Respiratory Tract Infection,18,7.0
892,Amoxicillin / clavulanate,Urinary Tract Infection,15,4.8
893,Amoxicillin / clavulanate,Otitis Media,14,4.5
894,Amoxicillin / clavulanate,Skin and Structure Infection,4,6.0
895,Amoxicillin / clavulanate,Kidney Infections,4,5.5
896,Amoxicillin / clavulanate,Pneumonia,2,7.0
897,Amoxicillin / clavulanate,Small Bowel Bacterial Overgrowth,2,5.5
898,Amoxicillin / clavulanate,Not Listed / Othe,2,5.5
899,Amoxicillin / clavulanate,Aspiration Pneumonia,1,10.0
900,Adipex-P,Weight Loss,255,9.058823529411764
901,Adipex-P,Obesity,65,8.923076923076923
902,Tadalafil,Erectile Dysfunction,267,8.670411985018726
903,Tadalafil,Benign Prostatic Hyperplasia,39,7.871794871794871
904,Tadalafil,Pulmonary Hypertension,4,5.25
905,Tadalafil,Not Listed / Othe,2,9.0
906,Clonidine,Opiate Withdrawal,127,8.204724409448819
907,Clonidine,Perimenopausal Symptoms,42,6.904761904761905
908,Clonidine,High Blood Pressure,33,6.636363636363637
